Diet_type,Recipe_name,Cuisine_type,Protein(g),Carbs(g),Fat(g),Extraction_day,Extraction_time,diet_type,Unnamed: 0,Title,Ingredients,Instructions,Image_Name,Cleaned_Ingredients,image_path
dash,Caesar Salad,american,66.86,123.94,247.55,2022-10-16,20:34:25,dash,12542,Caesar Salad,"['1 large garlic clove, halved lengthwise', '3/4 to 1 cup extra-virgin olive oil', '1 (3-oz) Portuguese roll or a 7-inch piece of baguette, cut into 3/4-inch cubes', '8 anchovy fillets packed in oil, drained', '1 large egg', '2 tablespoons fresh lemon juice', '3 hearts of romaine (an 18-oz package), leaves separated but left whole', '1 oz finely grated Parmigiano-Reggiano (1/2 cup)', 'a very large salad bowl (preferably wooden)']","Season salad bowl by rubbing a cut half of garlic and 1 teaspoon oil onto bottom and side of bowl (reserve garlic).
Heat 3/4 cup oil with both halves of reserved garlic over moderately high heat, turning garlic until golden, 1 to 2 minutes, then discard garlic. Add bread cubes and sauté, turning occasionally, until golden on all sides, about 2 minutes. Transfer croutons to paper towels to drain. Pour oil through a small fine-mesh sieve into a heatproof measuring cup and add enough additional olive oil to total 6 tablespoons.
Put anchovies in salad bowl and mash to a paste using 2 forks. Whisk in egg and lemon juice, then add reserved oil (warm or at room temperature) in a slow stream, whisking until emulsified. Add salt to taste.
Add romaine leaves to dressing and toss to coat. Add croutons and toss briefly.
Divide salad among 6 large plates, then sprinkle with cheese and pepper to taste. Serve immediately.",caesar-salad-232142,"['1 large garlic clove, halved lengthwise', '3/4 to 1 cup extra-virgin olive oil', '1 (3-oz) Portuguese roll or a 7-inch piece of baguette, cut into 3/4-inch cubes', '8 anchovy fillets packed in oil, drained', '1 large egg', '2 tablespoons fresh lemon juice', '3 hearts of romaine (an 18-oz package), leaves separated but left whole', '1 oz finely grated Parmigiano-Reggiano (1/2 cup)', 'a very large salad bowl (preferably wooden)']",D:\fooddata\images\caesar-salad-232142
dash,Caesar Salad,american,39.59,98.24,178.79,2022-10-16,20:39:09,dash,2106,Caesar Salad,"['6 anchovy fillets packed in oil', '1 small garlic clove', '2 large egg yolks*', '2 tablespoons fresh lemon juice', '3/4 teaspoon Dijon mustard', '5 tablespoons olive oil, divided', '1/2 cup vegetable oil', '3 tablespoons finely grated Parmesan', '3 cups torn 1"" pieces country bread', '3 romaine hearts', 'Kosher salt', 'Freshly ground black pepper']","A great Caesar salad gets its swagger from a great dressing. Squeamish about raw egg yolks and anchovies? Sorry. Yolks are what give richness to the emulsion, while anchovies provide a briny blast (and that whole umami thing). Here's our go-to recipe: Chop together 6 anchovy fillets packed in oil, 1 small garlic clove, and a pinch of kosher salt. Use the side of a knife blade to mash into a paste, then scrape into a medium bowl. Whisk in 2 large egg yolks*, 2 tablespoons fresh lemon juice, and 3/4 teaspoon Dijon mustard. Adding drop by drop to start, gradually whisk in 2 tablespoons olive oil, then 1/2 cup vegetable oil; whisk until dressing is thick and glossy. Whisk in 3 tablespoons finely grated Parmesan. Season with salt, freshly ground black pepper, and more lemon juice, if desired. Can be made 1 day ahead.
Make your own. Tearing, not cutting, the bread ensures nooks and crannies that catch the dressing and add texture. Toss 3 cups torn 1"" pieces country bread with 3 tablespoons olive oil on a baking sheet; season with kosher salt and freshly ground black pepper. Bake at 375°F, tossing occasionally, until golden, 10-15 minutes.
Use whole leaves from 3 romaine hearts to feed 6 people. They provide the ideal mix of crispness, surface area, and structure.
Caesars crowned with a mound of grated Parmesan may look impressive, but all that clumpy cheese mutes the dressing. Instead, use a vegetable peeler to thinly shave a modest amount on top for little salty bursts.
Skip the tongs. Use your hands to gently toss the lettuce, croutons, and dressing, then top off with the shaved Parm.",caesar-salad-51160630,"['6 anchovy fillets packed in oil', '1 small garlic clove', '2 large egg yolks*', '2 tablespoons fresh lemon juice', '3/4 teaspoon Dijon mustard', '5 tablespoons olive oil, divided', '1/2 cup vegetable oil', '3 tablespoons finely grated Parmesan', '3 cups torn 1"" pieces country bread', '3 romaine hearts', 'Kosher salt', 'Freshly ground black pepper']",D:\fooddata\images\caesar-salad-51160630
dash,Caesar Salad,american,39.59,98.24,178.79,2022-10-16,20:39:09,dash,12542,Caesar Salad,"['1 large garlic clove, halved lengthwise', '3/4 to 1 cup extra-virgin olive oil', '1 (3-oz) Portuguese roll or a 7-inch piece of baguette, cut into 3/4-inch cubes', '8 anchovy fillets packed in oil, drained', '1 large egg', '2 tablespoons fresh lemon juice', '3 hearts of romaine (an 18-oz package), leaves separated but left whole', '1 oz finely grated Parmigiano-Reggiano (1/2 cup)', 'a very large salad bowl (preferably wooden)']","Season salad bowl by rubbing a cut half of garlic and 1 teaspoon oil onto bottom and side of bowl (reserve garlic).
Heat 3/4 cup oil with both halves of reserved garlic over moderately high heat, turning garlic until golden, 1 to 2 minutes, then discard garlic. Add bread cubes and sauté, turning occasionally, until golden on all sides, about 2 minutes. Transfer croutons to paper towels to drain. Pour oil through a small fine-mesh sieve into a heatproof measuring cup and add enough additional olive oil to total 6 tablespoons.
Put anchovies in salad bowl and mash to a paste using 2 forks. Whisk in egg and lemon juice, then add reserved oil (warm or at room temperature) in a slow stream, whisking until emulsified. Add salt to taste.
Add romaine leaves to dressing and toss to coat. Add croutons and toss briefly.
Divide salad among 6 large plates, then sprinkle with cheese and pepper to taste. Serve immediately.",caesar-salad-232142,"['1 large garlic clove, halved lengthwise', '3/4 to 1 cup extra-virgin olive oil', '1 (3-oz) Portuguese roll or a 7-inch piece of baguette, cut into 3/4-inch cubes', '8 anchovy fillets packed in oil, drained', '1 large egg', '2 tablespoons fresh lemon juice', '3 hearts of romaine (an 18-oz package), leaves separated but left whole', '1 oz finely grated Parmigiano-Reggiano (1/2 cup)', 'a very large salad bowl (preferably wooden)']",D:\fooddata\images\caesar-salad-232142
dash,Caesar Salad,american,61.36,94.97,126.22,2022-10-16,20:40:30,dash,2106,Caesar Salad,"['6 anchovy fillets packed in oil', '1 small garlic clove', '2 large egg yolks*', '2 tablespoons fresh lemon juice', '3/4 teaspoon Dijon mustard', '5 tablespoons olive oil, divided', '1/2 cup vegetable oil', '3 tablespoons finely grated Parmesan', '3 cups torn 1"" pieces country bread', '3 romaine hearts', 'Kosher salt', 'Freshly ground black pepper']","A great Caesar salad gets its swagger from a great dressing. Squeamish about raw egg yolks and anchovies? Sorry. Yolks are what give richness to the emulsion, while anchovies provide a briny blast (and that whole umami thing). Here's our go-to recipe: Chop together 6 anchovy fillets packed in oil, 1 small garlic clove, and a pinch of kosher salt. Use the side of a knife blade to mash into a paste, then scrape into a medium bowl. Whisk in 2 large egg yolks*, 2 tablespoons fresh lemon juice, and 3/4 teaspoon Dijon mustard. Adding drop by drop to start, gradually whisk in 2 tablespoons olive oil, then 1/2 cup vegetable oil; whisk until dressing is thick and glossy. Whisk in 3 tablespoons finely grated Parmesan. Season with salt, freshly ground black pepper, and more lemon juice, if desired. Can be made 1 day ahead.
Make your own. Tearing, not cutting, the bread ensures nooks and crannies that catch the dressing and add texture. Toss 3 cups torn 1"" pieces country bread with 3 tablespoons olive oil on a baking sheet; season with kosher salt and freshly ground black pepper. Bake at 375°F, tossing occasionally, until golden, 10-15 minutes.
Use whole leaves from 3 romaine hearts to feed 6 people. They provide the ideal mix of crispness, surface area, and structure.
Caesars crowned with a mound of grated Parmesan may look impressive, but all that clumpy cheese mutes the dressing. Instead, use a vegetable peeler to thinly shave a modest amount on top for little salty bursts.
Skip the tongs. Use your hands to gently toss the lettuce, croutons, and dressing, then top off with the shaved Parm.",caesar-salad-51160630,"['6 anchovy fillets packed in oil', '1 small garlic clove', '2 large egg yolks*', '2 tablespoons fresh lemon juice', '3/4 teaspoon Dijon mustard', '5 tablespoons olive oil, divided', '1/2 cup vegetable oil', '3 tablespoons finely grated Parmesan', '3 cups torn 1"" pieces country bread', '3 romaine hearts', 'Kosher salt', 'Freshly ground black pepper']",D:\fooddata\images\caesar-salad-51160630
dash,Caesar Salad,american,61.36,94.97,126.22,2022-10-16,20:40:30,dash,12542,Caesar Salad,"['1 large garlic clove, halved lengthwise', '3/4 to 1 cup extra-virgin olive oil', '1 (3-oz) Portuguese roll or a 7-inch piece of baguette, cut into 3/4-inch cubes', '8 anchovy fillets packed in oil, drained', '1 large egg', '2 tablespoons fresh lemon juice', '3 hearts of romaine (an 18-oz package), leaves separated but left whole', '1 oz finely grated Parmigiano-Reggiano (1/2 cup)', 'a very large salad bowl (preferably wooden)']","Season salad bowl by rubbing a cut half of garlic and 1 teaspoon oil onto bottom and side of bowl (reserve garlic).
Heat 3/4 cup oil with both halves of reserved garlic over moderately high heat, turning garlic until golden, 1 to 2 minutes, then discard garlic. Add bread cubes and sauté, turning occasionally, until golden on all sides, about 2 minutes. Transfer croutons to paper towels to drain. Pour oil through a small fine-mesh sieve into a heatproof measuring cup and add enough additional olive oil to total 6 tablespoons.
Put anchovies in salad bowl and mash to a paste using 2 forks. Whisk in egg and lemon juice, then add reserved oil (warm or at room temperature) in a slow stream, whisking until emulsified. Add salt to taste.
Add romaine leaves to dressing and toss to coat. Add croutons and toss briefly.
Divide salad among 6 large plates, then sprinkle with cheese and pepper to taste. Serve immediately.",caesar-salad-232142,"['1 large garlic clove, halved lengthwise', '3/4 to 1 cup extra-virgin olive oil', '1 (3-oz) Portuguese roll or a 7-inch piece of baguette, cut into 3/4-inch cubes', '8 anchovy fillets packed in oil, drained', '1 large egg', '2 tablespoons fresh lemon juice', '3 hearts of romaine (an 18-oz package), leaves separated but left whole', '1 oz finely grated Parmigiano-Reggiano (1/2 cup)', 'a very large salad bowl (preferably wooden)']",D:\fooddata\images\caesar-salad-232142
dash,Alexander McCream Spiced Pumpkin Ice Cream,american,15.35,136.14,59.35,2022-10-16,20:34:58,dash,5256,Alexander McCream Spiced Pumpkin Ice Cream,"['1 cup whole milk', '1/2 cup heavy cream', '2 egg yolks', '1/2 cup plus 1 tablespoon superfine or granulated sugar', '1/3 cup canned pumpkin', '1/2 teaspoon ground cinnamon, plus extra for dusting', 'drop of vanilla extract', 'dash of dark rum (optional)']","1. Pour the milk and cream into a large saucepan and heat gently, stirring occasionally, until the mixture begins to steam but not boil.
2. Meanwhile, whisk the egg yolks in a heatproof bowl until smooth. Add 1/3 cup of the sugar and whisk until pale and slightly fluffy. Gradually and slowly, pour the hot milk into the egg mixture while whisking continuously to prevent the eggs from scrambling. Return the mixture to the saucepan and place over low heat, stirring frequently, until the custard thinly coats the back of a wooden spoon. Do not let boil.
3. Pour back into the bowl and set aside for about 30 minutes, stirring occasionally, until cooled to room temperature. For more rapid chilling, fill a sink halfway with cold water and ice and place the bowl of mixture in it for 20 minutes. Never put the hot mixture into the refrigerator.
4. Put the pumpkin, cinnamon, vanilla extract, remaining sugar, and a dash of rum, if using, into a blender or food processor and blend until smooth. Add to the chilled custard and whisk well. Pour the mixture into an ice cream machine and churn according to the manufacturer's instructions.
5. When the churning is completed, use a spoon or spatula to scrape the ice cream into a freezer-proof container with a lid. Freeze until it reaches the correct scooping texture (at least 2 hours). Dust each portion with a little ground cinnamon before serving.",alexander-mccream-spiced-pumpkin-ice-cream-51187420,"['1 cup whole milk', '1/2 cup heavy cream', '2 egg yolks', '1/2 cup plus 1 tablespoon superfine or granulated sugar', '1/3 cup canned pumpkin', '1/2 teaspoon ground cinnamon, plus extra for dusting', 'drop of vanilla extract', 'dash of dark rum (optional)']",D:\fooddata\images\alexander-mccream-spiced-pumpkin-ice-cream-51187420
dash,Flourless Chocolate Cake,american,57.67,392.69,297.45,2022-10-16,20:35:05,dash,13191,Flourless Chocolate Cake,"['4 ounces fine-quality bittersweet chocolate (not unsweetened)', '1 stick (1/2 cup) unsalted butter', '3/4 cup sugar', '3 large eggs', '1/2 cup unsweetened cocoa powder plus additional for sprinkling', 'Accompaniment if desired: Coconut Lime Sorbet']","Preheat oven to 375°F and butter an 8-inch round baking pan. Line bottom with a round of wax paper and butter paper.
Chop chocolate into small pieces. In a double boiler or metal bowl set over a saucepan of barely simmering water melt chocolate with butter, stirring, until smooth. Remove top of double boiler or bowl from heat and whisk sugar into chocolate mixture. Add eggs and whisk well. Sift 1/2 cup cocoa powder over chocolate mixture and whisk until just combined. Pour batter into pan and bake in middle of oven 25 minutes, or until top has formed a thin crust. Cool cake in pan on a rack 5 minutes and invert onto a serving plate.
Dust cake with additional cocoa powder and serve with sorbet if desired. (Cake keeps, after being cooled completely, in an airtight container, 1 week.)",flourless-chocolate-cake-14478,"['4 ounces fine-quality bittersweet chocolate (not unsweetened)', '1 stick (1/2 cup) unsalted butter', '3/4 cup sugar', '3 large eggs', '1/2 cup unsweetened cocoa powder plus additional for sprinkling', 'Accompaniment if desired: Coconut Lime Sorbet']",D:\fooddata\images\flourless-chocolate-cake-14478
dash,Salmon BLT,nordic,94.29,128.53,134.93,2022-10-16,20:35:18,dash,9667,Salmon BLT,"['1/4 cup fat-free mayonnaise', '1 teaspoon lemon zest', '1 1/2 teaspoons lemon juice', 'Pinch of cayenne pepper', '4 slices center-cut bacon', '2 teaspoons olive oil', '10 ounces salmon, cut into 4 fillets, skin removed', '8 slices country white (or whole-wheat) bread', '4 lettuce leaves', '8 slices tomato']","Combine mayonnaise, lemon zest, juice and cayenne in a bowl; set aside. Cook bacon in a nonstick skillet over medium heat until crispy, about 6 to 8 minutes; remove skillet from heat and transfer bacon to a plate lined with paper towels. Drain. Pour off all fat and wipe skillet clean; add oil. Return skillet to stove and heat to medium high; add salmon. Cook until fillets are no longer translucent in the center, 2 to 3 minutes per side. Toast bread and spread 4 slices with mayonnaise mix. Place 1 lettuce leaf, 2 slices tomato, 1 fillet and 1 piece bacon on top of each; close; cut in half; serve.",salmon-blt-350286,"['1/4 cup fat-free mayonnaise', '1 teaspoon lemon zest', '1 1/2 teaspoons lemon juice', 'Pinch of cayenne pepper', '4 slices center-cut bacon', '2 teaspoons olive oil', '10 ounces salmon, cut into 4 fillets, skin removed', '8 slices country white (or whole-wheat) bread', '4 lettuce leaves', '8 slices tomato']",D:\fooddata\images\salmon-blt-350286
dash,Mai Tai,world,0.49,16.72,0.14,2022-10-16,20:35:18,dash,5464,Mai Tai,"['1 ounce silver or gold rum', '3/4 ounce fresh lime juice', '1/2 ounce aged rum', '1/2 ounce orange Curaçao or premium triple sec', '1/2 ounce orgeat (almond) syrup', '1/4 ounce simple syrup', 'Float of dark Jamaican rum (optional)', 'Mint sprig, for garnish']","Combine the silver or gold rum, lime juice, aged rum, orange liqueur, almond syrup, and simple syrup in a cocktail shaker. Top with ice and shake vigorously. Strain into a rocks glass filled with fresh crushed ice. Float the Jamaican rum on top, if desired. Garnish with the mint sprig.",mai-tai-51172000,"['1 ounce silver or gold rum', '3/4 ounce fresh lime juice', '1/2 ounce aged rum', '1/2 ounce orange Curaçao or premium triple sec', '1/2 ounce orgeat (almond) syrup', '1/4 ounce simple syrup', 'Float of dark Jamaican rum (optional)', 'Mint sprig', 'for garnish']",D:\fooddata\images\mai-tai-51172000
dash,Mai Tai,world,0.49,16.72,0.14,2022-10-16,20:35:18,dash,13005,Mai Tai,"['1 oz (2 tablespoons) dark rum', '1 oz (2 tablespoons) amber rum', '2 tablespoons fresh orange juice', '1/2 oz (1 tablespoon) Cointreau or triple sec', '1 tablespoon fresh lime juice', '1 teaspoon orgeat syrup* or 1 drop pure almond extract', '1 teaspoon superfine granulated sugar', 'Dash of grenadine', 'Garnish: an orange slice']","Shake all ingredients in a cocktail shaker with 1 cup ice cubes, then strain into a glass filled with ice cubes.
*Available at Fortunes Coffee Roastery Inc. (888-327-5282).",mai-tai-230577,"['1 oz (2 tablespoons) dark rum', '1 oz (2 tablespoons) amber rum', '2 tablespoons fresh orange juice', '1/2 oz (1 tablespoon) Cointreau or triple sec', '1 tablespoon fresh lime juice', '1 teaspoon orgeat syrup* or 1 drop pure almond extract', '1 teaspoon superfine granulated sugar', 'Dash of grenadine', 'Garnish: an orange slice']",D:\fooddata\images\mai-tai-230577
dash,Mai Tai,world,0.49,16.72,0.14,2022-10-16,20:35:18,dash,13074,Mai Tai,"['2 ounces dark rum', '1/2 ounce curaçao', '1/2 ounce apricot brandy', '1 1/2 tablespoons lime juice', '3 or 4 ice cubes', 'Pineapple spear']","Combine all ingredients, except the pineapple, in a cocktail shaker and shake vigorously. Strain into a cocktail glass and garnish with the pineapple.",mai-tai-200032,"['2 ounces dark rum', '1/2 ounce curaçao', '1/2 ounce apricot brandy', '1 1/2 tablespoons lime juice', '3 or 4 ice cubes', 'Pineapple spear']",D:\fooddata\images\mai-tai-200032
dash,Green Bean Casserole,american,38.7,146.44,4.81,2022-10-16,20:35:25,dash,7579,Green Bean Casserole,"['1 pound green beans', 'One 10 3/4-ounce can condensed cream of tomato soup', '3 tablespoons prepared horseradish', '1 teaspoon Worcestershire sauce', '1/4 teaspoon salt', '1/4 teaspoon paprika', 'Dry bread crumbs', '(Paprika—about 1/2 teaspoon per cup)', 'Dots of butter', 'Grated Cheddar, Romano, or Parmesan', '1 pound green beans', 'Butter for greasing baking dish', '3/4 cup milk', 'One 10 3/4-ounce can condensed cream of mushroom soup', '2/3 cup canned French-fried onion rings, plus additional 1/2 cup', 'Salt and black pepper to taste']","Preheat the oven to 350°F. Wash and trim the stem ends from green beans. Place in a greased 8 x 8 x 2-inch baking dish.
In a medium bowl, mix cream of tomato soup, horseradish, Worcestershire sauce, salt, and paprika. Pour over beans and bake, covered, about 1 hour
Top with au gratin ingredients, below. Heat in broiler until the cheese is melted.
Completely cover the food with bread crumbs paprika, butter and cheese.
Place the dish in a preheated 350°F oven or under the broiler 5 inches below the source of heat, and broil until a glazed golden crust is created.
Preheat the oven to 350°F. Wash and trim the stem ends from green beans. Place in a buttered baking dish.
Mix milk, cream of mushroom soup, 2/3 cup canned French-fried onion rings, and salt and black pepper to taste
Pour over beans and bake, uncovered, about 30 minutes.
Sprinkle with 1/2 cup canned French-fried onion rings.
Bake until browned, 5 to 10 minutes.",green-bean-casserole-360809,"['1 pound green beans', 'One 10 3/4-ounce can condensed cream of tomato soup', '3 tablespoons prepared horseradish', '1 teaspoon Worcestershire sauce', '1/4 teaspoon salt', '1/4 teaspoon paprika', 'Dry bread crumbs', '(Paprika—about 1/2 teaspoon per cup)', 'Dots of butter', 'Grated Cheddar, Romano, or Parmesan', '1 pound green beans', 'Butter for greasing baking dish', '3/4 cup milk', 'One 10 3/4-ounce can condensed cream of mushroom soup', '2/3 cup canned French-fried onion rings, plus additional 1/2 cup', 'Salt and black pepper to taste']",D:\fooddata\images\green-bean-casserole-360809
dash,Gougères,american,120.01,122.01,143.68,2022-10-16,20:35:45,dash,7570,Gougères,"['1/2 cup whole milk', '1/2 cup water', '8 tablespoons (1 stick) unsalted butter, cut into 4 pieces', '1/2 teaspoon salt', '1 cup all-purpose flour', '5 large eggs, at room temperature', '1 1/2 cups coarsely grated cheese, such as Gruyère or cheddar (about 6 ounces; see above)']","Position the racks to divide the oven into thirds and preheat the oven to 425 degrees F. Line two baking sheets with silicone baking mats or parchment paper.
Bring the milk, water, butter, and salt to a rapid boil in a heavy-bottomed medium saucepan over high heat. Add the flour all at once, lower the heat to medium-low, and immediately start stirring energetically with a wooden spoon or heavy whisk. The dough will come together and a light crust will form on the bottom of the pan. Keep stirring—with vigor—for another minute or two to dry the dough. The dough should now be very smooth.
Turn the dough into the bowl of a mixer fitted with the paddle attachment or into a bowl that you can use for mixing with a hand mixer or a wooden spoon and elbow grease. Let the dough sit for a minute, then add the eggs one by one and beat, beat, beat until the dough is thick and shiny. Make sure that each egg is completely incorporated before you add the next, and don't be concerned if the dough separates—by the time the last egg goes in, the dough will come together again. Beat in the grated cheese. Once the dough is made, it should be spooned out immediately.
Using about 1 tablespoon of dough for each gougère , drop the dough from a spoon onto the lined baking sheets, leaving about 2 inches of puff space between the mounds. Using about 1 tablespoon of dough for each gougère, drop the dough from a spoon onto the lined baking sheets, leaving about 2 inches of puff space between the mounds. Slide the baking sheets into the oven and immediately turn the oven temperature down to 375 degrees F. Bake for 12 minutes, then rotate the pans from front to back and top to bottom. Continue baking until the gougères are golden, firm, and, yes, puffed, another 12 to 15 minutes or so. Serve warm, or transfer the pans to racks to cool.
Gougères are good straight from the oven and at room temperature. I like them both ways, but I think you can appreciate them best when they're still warm. Serve with kir, white wine, or Champagne.
The best way to store gougères is to shape the dough, freeze the mounds on a baking sheet, and then, when they're solid, lift them off the sheet and pack them airtight in plastic bags. Bake them straight from the freezer—no need to defrost—just give them a minute or two more in the oven. Leftover puffs can be kept at room temperature over night and reheated in a 350-degree-F oven, or they can be frozen and reheated before serving.",gougeres-361149,"['1/2 cup whole milk', '1/2 cup water', '8 tablespoons (1 stick) unsalted butter, cut into 4 pieces', '1/2 teaspoon salt', '1 cup all-purpose flour', '5 large eggs, at room temperature', '1 1/2 cups coarsely grated cheese', 'such as Gruyère or cheddar (about 6 ounces; see above)']",D:\fooddata\images\gougeres-361149
dash,Ramos Gin Fizz,world,4.13,13.39,1.73,2022-10-16,20:35:45,dash,9064,Ramos Gin Fizz,"['1/4 cup (2 ounces) gin', '1 dash (3 to 4 drops) orange blossom water*', '1 large egg white', '1 tablespoon (1/2 ounce) half-and-half', '1 tablespoon (1/2 ounce) fresh lemon juice', '1 tablespoon (1/2 ounce) fresh lime juice', '1 tablespoon (1/2 ounce) simple syrup', '1 cup ice cubes', '2 tablespoons (1 ounce) seltzer']","*Also called orange flower water; available in liquor stores and in the specialty foods section of some supermarkets.
In large cocktail shaker, combine gin, orange blossom water, egg white, half-and-half, lemon juice, lime juice, and simple syrup. Shake vigorously for 25 seconds. Add ice and shake for 30 seconds more.
Strain mixture into 8-ounce glass. Slowly pour soda water down inside edge of shaker to loosen remaining froth. Gently ease soda water/froth mix onto drink and serve.",ramos-gin-fizz-351596,"['1/4 cup (2 ounces) gin', '1 dash (3 to 4 drops) orange blossom water*', '1 large egg white', '1 tablespoon (1/2 ounce) half-and-half', '1 tablespoon (1/2 ounce) fresh lemon juice', '1 tablespoon (1/2 ounce) fresh lime juice', '1 tablespoon (1/2 ounce) simple syrup', '1 cup ice cubes', '2 tablespoons (1 ounce) seltzer']",D:\fooddata\images\ramos-gin-fizz-351596
dash,Ramos Gin Fizz,world,4.13,13.39,1.73,2022-10-16,20:35:45,dash,11712,Ramos Gin Fizz,"['1 1/2 ounces gin (such as Taaka or Tanqueray)', '1 tablespoonsimple syrup', '2 ounces half-and-half', '1 egg white', '1/8 teaspoon vanilla extract', '1/2 ounce orange flower water', '1 ounce lemon-lime soda', 'Orange wedge, for garnish']","In bottom part of cocktail shaker, combine first 6 ingredients. Blend with stick or immersion blender for 30 seconds. Partly fill highball or old-fashioned glass with three or four large ice cubes. Pour in drink. Top with soda. Garnish with orange wedge.",ramos-gin-fizz-1222214,"['1 1/2 ounces gin (such as Taaka or Tanqueray)', '1 tablespoonsimple syrup', '2 ounces half-and-half', '1 egg white', '1/8 teaspoon vanilla extract', '1/2 ounce orange flower water', '1 ounce lemon-lime soda', 'Orange wedge', 'for garnish']",D:\fooddata\images\ramos-gin-fizz-1222214
dash,Ramos Gin Fizz,world,4.93,10.77,18.54,2022-10-16,20:38:54,dash,9064,Ramos Gin Fizz,"['1/4 cup (2 ounces) gin', '1 dash (3 to 4 drops) orange blossom water*', '1 large egg white', '1 tablespoon (1/2 ounce) half-and-half', '1 tablespoon (1/2 ounce) fresh lemon juice', '1 tablespoon (1/2 ounce) fresh lime juice', '1 tablespoon (1/2 ounce) simple syrup', '1 cup ice cubes', '2 tablespoons (1 ounce) seltzer']","*Also called orange flower water; available in liquor stores and in the specialty foods section of some supermarkets.
In large cocktail shaker, combine gin, orange blossom water, egg white, half-and-half, lemon juice, lime juice, and simple syrup. Shake vigorously for 25 seconds. Add ice and shake for 30 seconds more.
Strain mixture into 8-ounce glass. Slowly pour soda water down inside edge of shaker to loosen remaining froth. Gently ease soda water/froth mix onto drink and serve.",ramos-gin-fizz-351596,"['1/4 cup (2 ounces) gin', '1 dash (3 to 4 drops) orange blossom water*', '1 large egg white', '1 tablespoon (1/2 ounce) half-and-half', '1 tablespoon (1/2 ounce) fresh lemon juice', '1 tablespoon (1/2 ounce) fresh lime juice', '1 tablespoon (1/2 ounce) simple syrup', '1 cup ice cubes', '2 tablespoons (1 ounce) seltzer']",D:\fooddata\images\ramos-gin-fizz-351596
dash,Ramos Gin Fizz,world,4.93,10.77,18.54,2022-10-16,20:38:54,dash,11712,Ramos Gin Fizz,"['1 1/2 ounces gin (such as Taaka or Tanqueray)', '1 tablespoonsimple syrup', '2 ounces half-and-half', '1 egg white', '1/8 teaspoon vanilla extract', '1/2 ounce orange flower water', '1 ounce lemon-lime soda', 'Orange wedge, for garnish']","In bottom part of cocktail shaker, combine first 6 ingredients. Blend with stick or immersion blender for 30 seconds. Partly fill highball or old-fashioned glass with three or four large ice cubes. Pour in drink. Top with soda. Garnish with orange wedge.",ramos-gin-fizz-1222214,"['1 1/2 ounces gin (such as Taaka or Tanqueray)', '1 tablespoonsimple syrup', '2 ounces half-and-half', '1 egg white', '1/8 teaspoon vanilla extract', '1/2 ounce orange flower water', '1 ounce lemon-lime soda', 'Orange wedge', 'for garnish']",D:\fooddata\images\ramos-gin-fizz-1222214
dash,Mulligatawny Soup,indian,76.13,178.31,120.07,2022-10-16,20:35:52,dash,12343,Mulligatawny Soup,"['1/4 cup vegetable oil', '3 cups chopped onions (about 1 pound)', '5 garlic cloves, chopped', '1 1/2 tablespoons garam masala', '1 1/2 teaspoons ground coriander', '1 teaspoon turmeric', '1/2 teaspoon cayenne pepper', '2 bay leaves', '2 cups dried red lentils', '8 cups low-salt chicken broth', '2 cups diced cooked chicken', '1 cup canned unsweetened coconut milk', '3 tablespoons fresh lemon juice', '2 cups cooked basmati rice', 'Lemon wedges']","Heat vegetable oil in heavy large pot over medium-high heat. Add onions and cook until golden brown, stirring frequently, about 15 minutes. Add garlic and sauté 2 minutes. Add garam masala and next 4 ingredients; stir 1 minute. Add lentils; stir until coated. Add chicken broth. Bring soup to boil; reduce heat to medium and simmer until lentils are very tender, about 20 minutes. Discard bay leaves.
Working in batches, puree soup in blender until smooth. Return to pot. Stir in chicken, coconut milk, and lemon juice. Season to taste with salt and pepper.
Divide rice among bowls. Pour soup over. Garnish with lemon wedges; serve.",mulligatawny-soup-232690,"['1/4 cup vegetable oil', '3 cups chopped onions (about 1 pound)', '5 garlic cloves, chopped', '1 1/2 tablespoons garam masala', '1 1/2 teaspoons ground coriander', '1 teaspoon turmeric', '1/2 teaspoon cayenne pepper', '2 bay leaves', '2 cups dried red lentils', '8 cups low-salt chicken broth', '2 cups diced cooked chicken', '1 cup canned unsweetened coconut milk', '3 tablespoons fresh lemon juice', '2 cups cooked basmati rice', 'Lemon wedges']",D:\fooddata\images\mulligatawny-soup-232690
